Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp,Kota,combined_features
Bengkel Burger,Barat,"Buya House
Jl. Panglima Polim IX No. 15, Panglima Polim, Kebayoran Baru, Jakarta Selatan",150000,4.44,2025-06-03 22:29:36.641274,Jakarta Selatan,Barat Barat Jakarta Selatan
Subway,Barat,"St Moritz Mall (Lippo Mall Puri), Lantai Ground
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,4.09,2025-06-03 22:29:36.945244,Jakarta Barat,Barat Barat Jakarta Barat
Woodpecker Coffee,Kafe,"Jl. Panglima Polim V No. 23, Panglima Polim, Kebayoran Baru, Jakarta Selatan",75000,3.96,2025-06-03 22:29:37.234465,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Pizza Marzano,Italia,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.96,2025-06-03 22:29:37.528216,Jakarta Pusat,Italia Italia Jakarta Pusat
Hoshino Coffee,Kafe,"Senayan City, Lantai Lower Ground, Crystal Lagoon
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.94,2025-06-03 22:29:37.822324,Jakarta Selatan,Kafe Kafe Jakarta Selatan
The Lounge By Playfield Premium Club,Lounge,"Playfield Premium Club
Jl. K.H Nasir No. 40, Meruya, Jakarta Barat",150000,4.55,2025-06-03 22:29:38.119215,Jakarta Barat,Lounge Lounge Jakarta Barat
Hoshino Coffee,Kafe,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",150000,3.99,2025-06-03 22:29:38.426438,Jakarta Selatan,Kafe Kafe Jakarta Selatan
MARKT,Kafe,"Ruko Simprug Gallery, Unit U No. 10
Jl. Teuku Nyak Arif, Kebayoran Lama, Jakarta Selatan",150000,4.03,2025-06-03 22:29:38.728844,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Shabu Hachi,Jepang,"Jl. Lebak Bulus Raya No. 58, Lebak Bulus, Jakarta Selatan",200000,4.09,2025-06-03 22:29:39.033968,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Dapur Waris,Indonesia,"Jl. Pesanggrahan No. 138, Puri, Jakarta Barat",75000,4.13,2025-06-03 22:29:39.331092,Jakarta Barat,Indonesia Indonesia Jakarta Barat
ShuShu,Minuman,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,3.94,2025-06-03 22:29:39.618862,Jakarta Pusat,Minuman Minuman Jakarta Pusat
Sushi Tei,Jepang,"Plaza Indonesia, Lantai 3
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.97,2025-06-03 22:29:43.345504,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Toko Kopi Tuku,Kafe,"Jl. Pulo Asem Timur No. 40, Pulo Gadung, Jakarta Timur",50000,4.37,2025-06-03 22:29:43.638664,Jakarta Timur,Kafe Kafe Jakarta Timur
Roemah Noni,"Indonesia, China","Jl. Kesehatan No. 12, Tanah Abang, Jakarta Pusat",150000,4.01,2025-06-03 22:29:43.925481,Jakarta Pusat,"Indonesia, China Indonesia, China Jakarta Pusat"
Deca Coffee,Kafe,"Jl. Sedayu City Kelapa Gading Blok SCBSA No. 39, Kelapa Gading, Jakarta Utara",75000,4.18,2025-06-03 22:29:44.227221,Jakarta Utara,Kafe Kafe Jakarta Utara
Maxx Coffee,Kafe,"Kemang Village (Lippo Mall Kemang), Lantai Ground
Jl. Pangeran Antasari (Belakang Uniqlo), Kemang, Jakarta Selatan",50000,4.25,2025-06-03 22:29:44.532299,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Casa Kopi  Hotel Casa Living Senayan,Kafe,"Hotel Casa Living Senayan
Jl. Penjernihan IV No. 9, Bendungan Hilir, Jakarta Pusat",50000,4.22,2025-06-03 22:29:44.836772,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Kimukatsu,Jepang,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.25,2025-06-03 22:29:45.132317,Jakarta Barat,Jepang Jepang Jakarta Barat
Donkoro,Jepang,"The Boxx In, Lantai 1
Jl. Sukarjo Wiryopranoto No. 2, Sawah Besar, Jakarta Pusat",50000,4.22,2025-06-03 22:29:45.434477,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Mamam Dessert Bar,Dessert,"Ruko Golf Island, Blok C No. 18
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.29,2025-06-03 22:29:45.735012,Jakarta Utara,Dessert Dessert Jakarta Utara
Kopitagram,Kafe,"Jl. Kasturi No. 22, Tomang, Jakarta Barat",75000,4.01,2025-06-03 22:29:46.011463,Jakarta Barat,Kafe Kafe Jakarta Barat
Beer Garden,Lounge,"SCBD Park, Lot 6
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.34,2025-06-03 22:29:46.311189,Jakarta Selatan,Lounge Lounge Jakarta Selatan
Cabe Ijo Live Seafood,Indonesia,"Jl. Batu Ceper No. 27, Pecenongan, Jakarta Pusat",150000,3.97,2025-06-03 22:29:46.621915,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Tom Sushi,Jepang,"Pondok Indah Mall 2, Lantai 3
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",75000,4.08,2025-06-03 22:29:50.275594,Jakarta Selatan,Jepang Jepang Jakarta Selatan
KopTul,Kafe,"Kindo Square, Blok A9 No. 101
Jl. Duren Tiga Raya No. 46, Mampang, Jakarta Selatan",50000,4.87,2025-06-03 22:29:50.481740,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Coto Makassar GOWA,Indonesia,"Jl. Letjen R. Suprapto No. 160 C, Cempaka Putih, Jakarta Pusat",50000,4.44,2025-06-03 22:29:50.828151,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Wangsa,Kafe,"Jl. Kemang Utara No. 15, Kemang, Jakarta Selatan",150000,4.48,2025-06-03 22:29:51.256391,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Pouter Coffee,Kafe,"Jl. Tebet Timur Dalam Raya No. 107A, Tebet, Jakarta Selatan",75000,4.48,2025-06-03 22:29:51.815284,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Bakesmith,Kafe,"Jl. Pantai Indah Utara II (Belakang Sukiya PIK), Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.05,2025-06-03 22:29:52.183013,Jakarta Utara,Kafe Kafe Jakarta Utara
Kopi Soe,Kafe,"Jl. Tanjung Duren Raya No. 157A, Tanjung Duren, Jakarta Barat",50000,4.06,2025-06-03 22:29:52.460218,Jakarta Barat,Kafe Kafe Jakarta Barat
Naka NakaYa,Jepang,"Senayan Trade Center, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.07,2025-06-03 22:29:52.755356,Jakarta Selatan,Jepang Jepang Jakarta Selatan
KORPA,Korea,"Ruko Taman Permata Buana, Blok D1 No. 43
Jl. Pulau Bira III, Puri, Jakarta Barat",75000,4.06,2025-06-03 22:29:53.011380,Jakarta Barat,Korea Korea Jakarta Barat
Remboelan,Indonesia,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.16,2025-06-03 22:29:53.308372,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Nasi Sambal Cak Boyo,Indonesia,"Jl. Duri Kosambi (Seberang Kantor Pos) No. 3, Cengkareng, Jakarta Barat",50000,4.03,2025-06-03 22:29:53.615201,Jakarta Barat,Indonesia Indonesia Jakarta Barat
Roji Ramen,Jepang,"Jl. Sedayu Boulevard Selatan Blok SCBSB No. 25 - 26, Kelapa Gading, Jakarta Utara",75000,4.16,2025-06-03 22:29:53.912864,Jakarta Utara,Jepang Jepang Jakarta Utara
Sushi Tei,Jepang,"Senayan City, Lantai 4
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.97,2025-06-03 22:29:57.556080,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Gion The Sushi Bar,Jepang,"Mall of Indonesia, Lantai Ground
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",150000,4.08,2025-06-03 22:29:57.821509,Jakarta Utara,Jepang Jepang Jakarta Utara
Toko Kopi Tuku,Kafe,"Jl. Kelapa Hibrida Raya Blok QJ9 No. 33, Kelapa Gading, Jakarta Utara",50000,4.12,2025-06-03 22:29:58.111079,Jakarta Utara,Kafe Kafe Jakarta Utara
Chatime Atealier,Bubble Tea,"Cilandak Town Square, Lantai Ground
Jl. TB Simatupang, Cilandak, Jakarta Selatan",50000,4.08,2025-06-03 22:29:58.395143,Jakarta Selatan,Bubble Tea Bubble Tea Jakarta Selatan
Bistro Baron,Perancis,"Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.03,2025-06-03 22:29:58.684537,Jakarta Pusat,Perancis Perancis Jakarta Pusat
Zenbu,Jepang,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.94,2025-06-03 22:29:58.971342,Jakarta Barat,Jepang Jepang Jakarta Barat
Kimukatsu,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground, Takeshita Street
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",75000,3.92,2025-06-03 22:29:59.276105,Jakarta Barat,Jepang Jepang Jakarta Barat
The Royal Jade Restaurant,China,"Glow Tower, Komplek Ruko Season City, Blok F No. 1
Jl. Prof. Dr. Latumenten No. 33, Latumenten, Jakarta Barat",150000,4.12,2025-06-03 22:29:59.502916,Jakarta Barat,China China Jakarta Barat
Drips Coffee,Kafe,"Jl. Arteri Kelapa Gading No. 46, Kelapa Gading, Jakarta Utara",50000,4.08,2025-06-03 22:29:59.724135,Jakarta Utara,Kafe Kafe Jakarta Utara
Vows Coffee,Kafe,"Komplek Carina Sayang 1, No. 8
Jl. Jembatan Tiga, Pluit, Penjaringan, Jakarta Utara",50000,4.11,2025-06-03 22:29:59.999493,Jakarta Utara,Kafe Kafe Jakarta Utara
Kyochon,Korea,"Mal Kelapa Gading 2, Lantai 2
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.05,2025-06-03 22:30:00.258741,Jakarta Utara,Korea Korea Jakarta Utara
Gotham Treats,Toko Kue,"Lewis & Carroll Tea
Jl. Bumi No. 4, Blok M, Kebayoran Baru, Jakarta Selatan",50000,4.04,2025-06-03 22:30:00.498030,Jakarta Selatan,Toko Kue Toko Kue Jakarta Selatan
Omnikopi,Kafe,"Jl. Warung Jati Barat No. 27, Pasar Minggu, Jakarta Selatan",75000,3.99,2025-06-03 22:30:04.279114,Jakarta Selatan,Kafe Kafe Jakarta Selatan
First Love Patisserie,Toko Kue,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.01,2025-06-03 22:30:04.563620,Jakarta Utara,Toko Kue Toko Kue Jakarta Utara
Kopimana27,Kafe,"Jl. Prof. Dr. Soepomo No. 45BZ, Tebet, Jakarta Selatan",75000,3.98,2025-06-03 22:30:04.873800,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Shaburi  Kintan Buffet,Jepang,"Lotte Mall Jakarta, Lantai 1
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",200000,4.04,2025-06-03 22:30:05.114851,Jakarta Selatan,Jepang Jepang Jakarta Selatan
IKEA Jakarta Garden City,Barat,"Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.03,2025-06-03 22:30:05.249355,Jakarta Timur,Barat Barat Jakarta Timur
Sushi Tei,Jepang,"Emporium Pluit Mall, Lantai 2
Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",150000,3.98,2025-06-03 22:30:05.439544,Jakarta Utara,Jepang Jepang Jakarta Utara
Kebuli Ijab Qabul,Arab/Timur Tengah,"Jl. Dr. Susilo III No. 16, Grogol, Jakarta Barat",50000,3.98,2025-06-03 22:30:06.091530,Jakarta Barat,Arab/Timur Tengah Arab/Timur Tengah Jakarta Barat
Starbucks Reserve,Kafe,"Grand Indonesia Mall, Lantai Ground, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.01,2025-06-03 22:30:06.305905,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Tugu Kawisari Coffee  Eatery,Kafe,"Jl. Kebon Sirih No. 77, Menteng, Jakarta Pusat",150000,3.99,2025-06-03 22:30:06.385763,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Salty Salty,Kafe,"Ruko Beach Boulevard, Blok B No. 58
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.05,2025-06-03 22:30:06.644874,Jakarta Utara,Kafe Kafe Jakarta Utara
Ootoya,Jepang,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.09,2025-06-03 22:30:06.939497,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Imperial Kitchen  Dimsum,China,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.09,2025-06-03 22:30:10.777947,Jakarta Utara,China China Jakarta Utara
Kopi Boleh Juga,Kafe,"Jl. Acordion Blok M No. 29, Kelapa Gading, Jakarta Utara",75000,4.18,2025-06-03 22:30:11.068014,Jakarta Utara,Kafe Kafe Jakarta Utara
The RR Chocolate,Kafe,"Plaza Indonesia, Lantai 3
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.18,2025-06-03 22:30:11.367410,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Sooka,Kafe,"Jl. Bangka Raya No. 10, Kemang, Jakarta Selatan",50000,4.22,2025-06-03 22:30:11.665953,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Kopi Kanto,Kafe,"Jl. Biru Laut Barat Blok A5 No. 1F, Kelapa Gading, Jakarta Utara",50000,4.2,2025-06-03 22:30:11.963707,Jakarta Utara,Kafe Kafe Jakarta Utara
Portal Coffee  Eatery,Kafe,"Jl. Kemanggisan Raya No. 64, Kemanggisan, Jakarta Barat",50000,4.26,2025-06-03 22:30:12.265183,Jakarta Barat,Kafe Kafe Jakarta Barat
PAUL,Kafe,"Plaza Indonesia, Lantai 2
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.97,2025-06-03 22:30:12.560270,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Byurger,Barat,"Pasar Cipete Selatan
Jl. Pangeran Antasari No. 10, Cilandak, Jakarta Selatan",75000,3.95,2025-06-03 22:30:12.860456,Jakarta Selatan,Barat Barat Jakarta Selatan
Colette Lola,"Toko Kue,Kafe","Jl. Wolter Monginsidi No. 43, Senopati, Kebayoran Baru, Jakarta Selatan",75000,3.96,2025-06-03 22:30:13.164920,Jakarta Selatan,"Toko Kue,Kafe Toko Kue,Kafe Jakarta Selatan"
Santhai,Thailand,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",150000,3.93,2025-06-03 22:30:13.463155,Jakarta Selatan,Thailand Thailand Jakarta Selatan
Holland Bakery,Toko Roti dan Kue,"Jl. Raya Jatinegara Timur No. 109, Jatinegara, Jakarta Timur",50000,4.18,2025-06-03 22:30:13.746856,Jakarta Timur,Toko Roti dan Kue Toko Roti dan Kue Jakarta Timur
La Posta  Taste Of Argentine,Argentina,"Jl. Karet Pasar Baru Timur V No. 25, Tanah Abang, Jakarta Pusat",150000,4.18,2025-06-03 22:30:14.049114,Jakarta Pusat,Argentina Argentina Jakarta Pusat
Wee Nam Kee,China,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.0,2025-06-03 22:30:17.774910,Jakarta Barat,China China Jakarta Barat
Kopi Susu Bu Lurah,Kafe,"Warung MJS
Jl. Setiabudi Tengah No. 11, Setiabudi, Jakarta Selatan",50000,3.93,2025-06-03 22:30:18.056042,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Dapoer Oemoem,Indonesia,"Jl. Bangka Raya No. 49, Kemang, Jakarta Selatan",75000,4.01,2025-06-03 22:30:18.357980,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Burns Cafe,Kafe,"Jl. Wijaya I No. 64 (Lantai 2), Wijaya, Kebayoran Baru, Jakarta Selatan",75000,4.08,2025-06-03 22:30:18.656745,Jakarta Selatan,Kafe Kafe Jakarta Selatan
21 Factory,Kafe,"Jl. Veteran I No. 21, Gambir, Jakarta Pusat",50000,3.98,2025-06-03 22:30:18.954301,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Native Coffee Tribe,Kafe,"Ruko Sedayu City, Blok SCBRC No. 26
Jl. Sedayu Boulevard Timur, Kelapa Gading, Jakarta Utara",150000,4.1,2025-06-03 22:30:19.254299,Jakarta Utara,Kafe Kafe Jakarta Utara
De Margo Ristorante Italiano  Bar,Italia,"The Bellezza Shopping Arcade, Lantai Ground
Jl. Letjen Soepeno No. 34, Permata Hijau, Jakarta Selatan",150000,4.06,2025-06-03 22:30:19.558384,Jakarta Selatan,Italia Italia Jakarta Selatan
Three Folks,Kafe,"Jl. Pesanggrahan No. 35A, Puri, Jakarta Barat",75000,3.91,2025-06-03 22:30:19.862285,Jakarta Barat,Kafe Kafe Jakarta Barat
Holycow STEAKHOUSE by Chef Afit,Barat,"Jl. Panjang Arteri Kelapa Dua No. 88, Kebon Jeruk, Jakarta Barat",200000,3.92,2025-06-03 22:30:20.118529,Jakarta Barat,Barat Barat Jakarta Barat
Francis Artisan Bakery,Toko Roti dan Kue,"Central Park, Lantai 2
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.02,2025-06-03 22:30:20.415342,Jakarta Barat,Toko Roti dan Kue Toko Roti dan Kue Jakarta Barat
Ikkudo Ichi,Jepang,"Plaza Indonesia, Lantai Basement
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.11,2025-06-03 22:30:20.721708,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Yoshinoya,Jepang,"Jl. Wolter Monginsidi No. 62, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.06,2025-06-03 22:30:21.023997,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Wingstop,Barat,"AEON Mall Jakarta Garden City, Lantai 3, Gourmet Garden
Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.12,2025-06-03 22:30:24.952932,Jakarta Timur,Barat Barat Jakarta Timur
Pizza Place,Italia,"Ruko Artha Gading Niaga, Blok I No. 15
Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",75000,4.04,2025-06-03 22:30:25.257129,Jakarta Utara,Italia Italia Jakarta Utara
Taco Bell,Meksiko,"Jl. Senopati No. 96, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.01,2025-06-03 22:30:25.554825,Jakarta Selatan,Meksiko Meksiko Jakarta Selatan
Koultoura Coffee,Kafe,"Jl. Ciniru I No. 1, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.99,2025-06-03 22:30:25.855348,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Doma Dona Coffee,Kafe,"Jl. Wijaya I No. 9AB, Wijaya, Kebayoran Baru, Jakarta Selatan",75000,3.96,2025-06-03 22:30:26.158323,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Born Ga,Korea,"Ruko Crown Golf, Blok D No. 53 - 55, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.02,2025-06-03 22:30:26.428325,Jakarta Utara,Korea Korea Jakarta Utara
dialogue,Kafe,"Jl. Kemang Selatan No. 99A, Kemang, Jakarta Selatan",150000,3.94,2025-06-03 22:30:26.728486,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Vince,"Barat,Indonesia","NORTH 78
Jl. Danau Sunter Utara Blok J12 No. 46 - 48, Sunter, Jakarta Utara",150000,4.37,2025-06-03 22:30:27.029591,Jakarta Utara,"Barat,Indonesia Barat,Indonesia Jakarta Utara"
Okinawa Sushi,Jepang,"Pondok Indah Mall 1, Lantai 2
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.3,2025-06-03 22:30:27.325311,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Pasta Bitte,Italia,"Como Park Building
Jl. Kemang Timur Raya No. 998, Kemang, Jakarta Selatan",150000,4.03,2025-06-03 22:30:27.627084,Jakarta Selatan,Italia Italia Jakarta Selatan
Cerita Roti,Toko Roti,"Mall Artha Gading, Lantai Ground
Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",50000,4.4,2025-06-03 22:30:27.923709,Jakarta Utara,Toko Roti Toko Roti Jakarta Utara
Ombe Kofie,Kafe,"Jl. HOS Cokroaminoto No. 62A, Menteng, Jakarta Pusat",150000,4.05,2025-06-03 22:30:28.222993,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Namy House Vegetarian,Vegetarian,"Komplek Taman Duta Mas, Blok C1A No. 16
Jl. Kusuma, Jelambar, Jakarta Barat",50000,4.07,2025-06-03 22:30:32.028328,Jakarta Barat,Vegetarian Vegetarian Jakarta Barat
Sedjuk Bakmi  Kopi,Kafe,"Jl. Tulodong Bawah X No. 18, SCBD, Kebayoran Baru, Jakarta Selatan",75000,3.94,2025-06-03 22:30:32.328898,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Francis Artisan Bakery,Toko Roti dan Kue,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,3.99,2025-06-03 22:30:32.623281,Jakarta Barat,Toko Roti dan Kue Toko Roti dan Kue Jakarta Barat
Beard Papas,Snack,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.07,2025-06-03 22:30:32.901298,Jakarta Barat,Snack Snack Jakarta Barat
KOI The,Kafe,"Mall Taman Anggrek, Lantai 4
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,3.95,2025-06-03 22:30:33.501059,Jakarta Barat,Kafe Kafe Jakarta Barat
Bakmi Berdikari,"Indonesia, China","Jl. Tebet Timur Dalam Raya No. 39, Tebet, Jakarta Selatan",75000,3.99,2025-06-03 22:30:33.790985,Jakarta Selatan,"Indonesia, China Indonesia, China Jakarta Selatan"
Sushi Tei,Jepang,"Kota Kasablanka, Lantai 1
Jl. Casablanca Raya, Tebet, Jakarta Selatan",150000,3.97,2025-06-03 22:30:34.096470,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Fat Bubble,Kafe,"Jl. Tebet Timur Dalam II No. 47C, Tebet, Jakarta Selatan",75000,3.93,2025-06-03 22:30:34.393306,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Better Chocolate Than Never,Kafe,"Jl. Panglima Polim IV No. 14, Panglima Polim, Kebayoran Baru, Jakarta Selatan",75000,3.94,2025-06-03 22:30:34.681089,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Chadol Gujeolpan,Korea,"Jl. Hang Lekir X No. 20, Kebayoran Baru, Jakarta Selatan",75000,4.6,2025-06-03 22:30:34.963510,Jakarta Selatan,Korea Korea Jakarta Selatan
Swikee Purwodadi Gloris,China,"Jl. Mangga Besar 8 No. 12F, Mangga Besar, Jakarta Barat",50000,4.44,2025-06-03 22:30:35.279951,Jakarta Barat,China China Jakarta Barat
Hakuna Cake,Kafe,"Jl. Pertengahan No. 4, Cijantung, Jakarta Timur",50000,4.4,2025-06-03 22:30:39.027254,Jakarta Timur,Kafe Kafe Jakarta Timur
Kalibata House 21,Kafe,"Jl. Kalibata Utara II No. 21, Kalibata, Jakarta Selatan",75000,4.44,2025-06-03 22:30:39.295688,Jakarta Selatan,Kafe Kafe Jakarta Selatan
dipuri,Kafe,"Jl. Puri Mutiara No. 3B, Cilandak, Jakarta Selatan",75000,4.31,2025-06-03 22:30:39.550139,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Paramount Cantonese,"Indonesia, China","Jl. RP. Soeroso No. 35, Cikini, Menteng, Jakarta Pusat",150000,4.31,2025-06-03 22:30:39.838784,Jakarta Pusat,"Indonesia, China Indonesia, China Jakarta Pusat"
Pho Ba Ba,Vietnam,"Pacific Place Mall, Lantai 4
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",75000,4.22,2025-06-03 22:30:40.126853,Jakarta Selatan,Vietnam Vietnam Jakarta Selatan
Manukari,Kafe,"Jl. Acordion Blok M No. 30, Kelapa Gading, Jakarta Utara",50000,4.16,2025-06-03 22:30:40.436010,Jakarta Utara,Kafe Kafe Jakarta Utara
Hae Maru Korean Grill,Korea,"Jl. Panglima Polim IX No. 7 - 9, Panglima Polim, Kebayoran Baru, Jakarta Selatan",200000,4.09,2025-06-03 22:30:40.743118,Jakarta Selatan,Korea Korea Jakarta Selatan
